transaction_id,account_id,transaction_type,amount,description,balance_after,timestamp,reference_id,status
T0000770,A00073,CREDIT,1738.73,Interest Credit,178535.0,2020-11-09T08:29:31+00:00,,COMPLETED
T0001695,A00165,DEBIT,128.17,ATM Withdrawal,82697.05,2023-10-31T04:10:40+00:00,,COMPLETED
T0002135,A00209,DEBIT,562.53,Transfer Out,130174.51,2024-04-03T09:40:35+00:00,,COMPLETED
T0002229,A00217,CREDIT,1688.74,Fee,29377.16,2019-02-11T00:58:01+00:00,,COMPLETED
T0002051,A00200,CREDIT,1133.40,Interest Credit,173732.87,2025-06-20T09:58:03+00:00,,COMPLETED
T0000873,A00081,CREDIT,1303.08,Transfer Out,33054.26,2021-09-27T03:31:09+00:00,,COMPLETED
T0001520,A00150,CREDIT,398.63,Interest Credit,102036.65,2022-09-22T12:00:04+00:00,,COMPLETED
T0001429,A00139,CREDIT,529.56,Salary Deposit,56538.71,2019-06-03T11:57:35+00:00,,COMPLETED
T0000580,A00054,CREDIT,533.63,ATM Withdrawal,52181.42,2024-10-10T23:43:12+00:00,,COMPLETED
T0000491,A00047,DEBIT,1581.13,Salary Deposit,125544.72,2025-12-22T09:48:48+00:00,,COMPLETED
T0001248,A00114,DEBIT,1584.23,Transfer Out,94275.08,2025-03-30T04:18:11+00:00,,COMPLETED
T0001948,A00188,DEBIT,15857.70,Interest Credit,1363.9,2019-04-09T07:33:41+00:00,,COMPLETED
T0001183,A00109,DEBIT,1121.67,Transfer In,145798.41,2025-04-06T14:52:47+00:00,,COMPLETED
T0001793,A00171,CREDIT,8330.37,ATM Withdrawal,45687.33,2024-03-27T21:45:17+00:00,,COMPLETED
T0002239,A00218,CREDIT,227.06,Fee,177435.22,2023-05-02T14:45:15+00:00,,COMPLETED
T0001705,A00165,CREDIT,1179.97,ATM Withdrawal,81898.95,2023-04-13T02:59:56+00:00,,COMPLETED
T0000509,A00049,CREDIT,840.49,Transfer Out,86067.67,2022-12-01T03:21:16+00:00,,COMPLETED
T0001883,A00182,CREDIT,186.81,Salary Deposit,195518.85,2025-10-07T12:53:18+00:00,,COMPLETED
T0000995,A00090,CREDIT,1588.00,Salary Deposit,148591.76,2024-04-26T14:47:46+00:00,,COMPLETED
T0000111,A00011,CREDIT,1636.22,Salary Deposit,166263.35,2021-06-21T04:59:13+00:00,,COMPLETED
T0002035,A00199,CREDIT,1386.18,Transfer In,92905.27,2019-11-26T15:03:59+00:00,,COMPLETED
T0002081,A00202,DEBIT,1222.21,Interest Credit,13534.58,2021-03-05T05:58:19+00:00,,COMPLETED
T0001067,A00099,CREDIT,26229.53,Salary Deposit,49911.84,2023-11-15T15:58:19+00:00,,COMPLETED
T0001464,A00142,CREDIT,656.66,POS Purchase,127175.3,2022-03-27T12:16:40+00:00,,COMPLETED
T0000100,A00011,CREDIT,1421.83,Salary Deposit,166688.49,2024-01-19T04:52:31+00:00,,COMPLETED
T0000864,A00081,DEBIT,436.91,Interest Credit,33019.4,2021-05-22T07:13:08+00:00,,COMPLETED
T0000177,A00016,CREDIT,668.44,POS Purchase,153139.98,2025-07-19T23:08:58+00:00,,COMPLETED
T0002164,A00211,DEBIT,351.66,Fee,137774.78,2019-12-04T02:10:42+00:00,,COMPLETED
T0000126,A00012,DEBIT,243.87,Transfer Out,91568.2,2025-01-24T06:00:43+00:00,,COMPLETED
T0001457,A00142,DEBIT,1206.70,Salary Deposit,127142.54,2025-08-08T14:07:49+00:00,,COMPLETED
T0001795,A00171,DEBIT,1250.09,Transfer In,45428.32,2022-07-05T12:58:28+00:00,,COMPLETED
T0000584,A00055,DEBIT,372.55,Interest Credit,119727.51,2023-12-05T10:01:42+00:00,,COMPLETED
T0000940,A00087,CREDIT,449.45,Fee,116250.32,2023-03-08T07:40:34+00:00,,COMPLETED
T0000345,A00034,DEBIT,556.92,Transfer Out,108722.16,2023-11-20T22:46:35+00:00,,COMPLETED
T0001785,A00171,DEBIT,47983.94,POS Purchase,45715.51,2019-08-05T00:50:14+00:00,,COMPLETED
T0000712,A00069,CREDIT,10168.79,Fee,121621.34,2023-04-20T12:51:37+00:00,,COMPLETED
T0000277,A00026,DEBIT,859.93,Transfer In,110841.41,2022-01-24T04:37:41+00:00,,COMPLETED
T0000928,A00085,CREDIT,1122.03,Fee,101638.78,2019-08-31T17:09:28+00:00,,COMPLETED
T0000765,A00072,CREDIT,50.29,POS Purchase,141437.88,2024-11-18T23:10:47+00:00,,COMPLETED
T0001403,A00136,DEBIT,1060.20,ATM Withdrawal,115572.57,2020-12-16T14:48:58+00:00,,COMPLETED
T0000603,A00057,DEBIT,1601.05,ATM Withdrawal,184519.05,2023-05-06T18:16:25+00:00,,COMPLETED
T0001366,A00132,DEBIT,46656.62,POS Purchase,42884.95,2025-07-23T10:10:32+00:00,,COMPLETED
T0001282,A00117,DEBIT,999.45,Salary Deposit,104804.12,2025-01-20T20:29:40+00:00,,COMPLETED
T0002309,A00226,DEBIT,34056.73,Salary Deposit,137532.09,2019-03-09T20:10:29+00:00,,COMPLETED
T0001172,A00108,CREDIT,1028.62,POS Purchase,173570.54,2022-03-28T07:51:54+00:00,,COMPLETED
T0001441,A00141,CREDIT,1620.77,Transfer Out,194366.06,2021-07-19T12:01:57+00:00,,COMPLETED
T0000309,A00031,CREDIT,1761.12,Transfer Out,184598.52,2021-04-06T07:38:34+00:00,,COMPLETED
T0002030,A00199,CREDIT,1151.02,Transfer Out,92983.93,2019-08-21T23:01:59+00:00,,COMPLETED
T0000571,A00053,CREDIT,20594.34,ATM Withdrawal,97798.19,2022-01-15T00:55:54+00:00,,COMPLETED
T0000133,A00013,CREDIT,204.55,Transfer In,42247.26,2022-08-24T04:56:06+00:00,,COMPLETED
T0000124,A00012,CREDIT,1350.60,POS Purchase,91070.36,2022-03-27T02:46:56+00:00,,COMPLETED
T0000548,A00052,DEBIT,1086.07,Transfer Out,32121.99,2024-07-11T00:28:04+00:00,,COMPLETED
T0000187,A00018,CREDIT,1013.14,Transfer In,173523.53,2023-01-31T19:38:34+00:00,,COMPLETED
T0000341,A00034,DEBIT,681.77,POS Purchase,108955.21,2020-01-21T04:20:00+00:00,,COMPLETED
T0001712,A00165,DEBIT,798.11,ATM Withdrawal,82769.1,2022-05-23T01:13:53+00:00,,COMPLETED
T0001974,A00194,CREDIT,75.80,Transfer Out,118701.51,2021-08-13T22:39:43+00:00,,COMPLETED
T0000557,A00052,DEBIT,1938.72,POS Purchase,32355.33,2023-04-13T05:34:52+00:00,,COMPLETED
T0001625,A00159,DEBIT,1540.60,Fee,31379.37,2022-01-15T15:55:53+00:00,,COMPLETED
T0001649,A00161,DEBIT,752.81,Fee,185073.11,2025-05-03T00:51:37+00:00,,COMPLETED
T0001363,A00132,DEBIT,1648.17,POS Purchase,42464.28,2022-10-21T18:29:28+00:00,,COMPLETED
T0002303,A00226,CREDIT,914.66,Salary Deposit,137061.96,2024-02-11T20:14:29+00:00,,COMPLETED
T0000118,A00012,DEBIT,736.23,Transfer Out,91540.08,2022-09-03T13:41:04+00:00,,COMPLETED
T0001929,A00187,CREDIT,557.96,ATM Withdrawal,64284.49,2024-10-02T08:04:08+00:00,,COMPLETED
T0000823,A00078,CREDIT,62.29,ATM Withdrawal,95107.59,2022-01-19T06:55:30+00:00,,COMPLETED
T0001920,A00186,DEBIT,47562.55,Transfer In,52425.32,2020-01-12T05:58:38+00:00,,COMPLETED
T0001541,A00152,DEBIT,960.37,ATM Withdrawal,158557.15,2024-08-12T01:14:23+00:00,,COMPLETED
T0002029,A00199,DEBIT,22950.80,Transfer Out,93068.25,2023-09-18T16:03:42+00:00,,COMPLETED
T0001489,A00146,DEBIT,1938.41,ATM Withdrawal,136651.17,2021-11-22T01:09:28+00:00,,COMPLETED
T0000385,A00037,DEBIT,1444.00,Transfer Out,75704.05,2025-12-20T14:13:52+00:00,,COMPLETED
T0001673,A00162,CREDIT,1568.81,POS Purchase,23863.0,2022-09-04T06:25:07+00:00,,COMPLETED
T0001455,A00142,CREDIT,100.35,POS Purchase,127143.89,2024-05-27T23:18:44+00:00,,COMPLETED
T0001420,A00138,CREDIT,535.39,Transfer In,53210.14,2021-09-17T12:58:32+00:00,,COMPLETED
T0002123,A00208,CREDIT,1051.39,Salary Deposit,172843.01,2022-11-06T00:24:42+00:00,,COMPLETED
T0000426,A00040,DEBIT,964.24,ATM Withdrawal,115213.38,2025-03-09T08:24:06+00:00,,COMPLETED
T0000347,A00034,DEBIT,1893.17,Transfer Out,108674.25,2023-05-22T02:47:17+00:00,,COMPLETED
T0000154,A00015,DEBIT,1675.67,Fee,176608.1,2023-02-26T01:26:21+00:00,,COMPLETED
T0000775,A00073,CREDIT,906.89,Fee,178332.45,2021-01-02T23:45:05+00:00,,COMPLETED
T0001533,A00151,CREDIT,1156.44,ATM Withdrawal,190941.73,2025-07-10T15:28:20+00:00,,COMPLETED
T0000061,A00008,DEBIT,1446.05,Transfer In,187539.44,2023-11-09T13:21:21+00:00,,COMPLETED
T0002342,A00230,DEBIT,613.62,Fee,123004.21,2021-07-19T22:27:37+00:00,,COMPLETED
T0001594,A00156,CREDIT,1363.57,Interest Credit,153045.24,2023-01-25T07:16:52+00:00,,COMPLETED
T0002355,A00234,DEBIT,473.61,Transfer In,64330.16,2023-06-05T04:40:08+00:00,,COMPLETED
T0002113,A00207,DEBIT,1628.23,ATM Withdrawal,61821.33,2025-11-18T02:52:49+00:00,,COMPLETED
T0000346,A00034,DEBIT,856.86,Transfer Out,109649.93,2024-02-05T22:58:35+00:00,,COMPLETED
T0001969,A00190,DEBIT,564.83,Interest Credit,62431.04,2022-12-21T22:01:39+00:00,,COMPLETED
T0001258,A00115,DEBIT,947.62,Transfer In,54201.77,2024-10-05T03:39:57+00:00,,COMPLETED
T0000358,A00035,CREDIT,1394.35,POS Purchase,194870.99,2025-07-18T16:31:53+00:00,,COMPLETED
T0000466,A00044,DEBIT,576.55,Fee,58213.95,2024-12-20T01:48:26+00:00,,COMPLETED
T0000042,A00006,DEBIT,542.59,Transfer Out,162900.06,2022-04-02T05:59:52+00:00,,COMPLETED
T0001000,A00091,DEBIT,27720.24,Salary Deposit,14535.36,2024-10-29T03:50:45+00:00,,COMPLETED
T0000801,A00075,DEBIT,1857.85,POS Purchase,28082.55,2023-04-12T08:08:13+00:00,,COMPLETED
T0000654,A00062,DEBIT,1169.24,Salary Deposit,108588.31,2020-09-15T11:35:01+00:00,,COMPLETED
T0001078,A00100,CREDIT,944.07,ATM Withdrawal,146220.99,2022-01-30T15:50:12+00:00,,COMPLETED
T0001925,A00186,CREDIT,829.20,Interest Credit,52793.65,2023-12-19T19:40:19+00:00,,COMPLETED
T0001912,A00185,CREDIT,683.55,POS Purchase,159870.92,2021-05-23T02:28:27+00:00,,COMPLETED
T0001313,A00124,DEBIT,350.10,Fee,112246.32,2023-06-18T15:14:36+00:00,,COMPLETED
T0002200,A00214,DEBIT,1439.06,Fee,188103.01,2024-10-29T04:57:41+00:00,,COMPLETED
T0001941,A00188,DEBIT,1334.34,Interest Credit,1607.58,2019-12-21T05:53:58+00:00,,COMPLETED
T0001527,A00150,CREDIT,1075.15,Transfer Out,101903.26,2020-04-23T15:14:57+00:00,,COMPLETED
T0002195,A00214,DEBIT,588.46,Salary Deposit,188558.69,2021-12-07T10:11:06+00:00,,COMPLETED
T0000333,A00034,DEBIT,23731.59,Transfer In,108734.54,2024-06-04T00:01:12+00:00,,COMPLETED
T0002268,A00223,DEBIT,817.86,ATM Withdrawal,107944.66,2025-10-18T18:22:44+00:00,,COMPLETED
T0002266,A00222,CREDIT,1548.91,Interest Credit,183849.92,2021-04-03T20:06:09+00:00,,COMPLETED
T0002036,A00200,DEBIT,1822.19,Transfer Out,173581.23,2021-01-06T08:22:50+00:00,,COMPLETED
T0001896,A00183,CREDIT,885.95,ATM Withdrawal,177120.32,2020-11-25T00:27:23+00:00,,COMPLETED
T0002223,A00216,CREDIT,155.35,ATM Withdrawal,50564.69,2024-02-07T05:43:31+00:00,,COMPLETED
T0000855,A00080,DEBIT,568.45,Fee,122922.87,2020-08-19T10:55:51+00:00,,COMPLETED
T0000604,A00057,DEBIT,372.99,Salary Deposit,184458.25,2020-12-22T10:54:28+00:00,,COMPLETED
T0000878,A00082,DEBIT,1892.44,ATM Withdrawal,178022.33,2023-06-14T04:45:35+00:00,,COMPLETED
T0001368,A00133,CREDIT,1102.65,ATM Withdrawal,104889.02,2020-10-07T01:22:17+00:00,,COMPLETED
T0001043,A00097,CREDIT,1938.99,ATM Withdrawal,97256.19,2021-07-06T01:07:50+00:00,,COMPLETED
T0000982,A00090,CREDIT,411.36,Transfer Out,148707.62,2025-09-17T06:10:02+00:00,,COMPLETED
